"","Gravedad_victima","Fecha_incidente","Hora_incidente","Clase_incidente","Direccion_incidente","Sexo","Edad","Condicion","Mes","Dia","Num_dia","Hora","Grupo_edad","Año","Radicado","Latitud","Longitud","Comuna","Barrio"
"14163","Muertos","14/06/2014","20:50:00","Atropello","CL 29 CR 27A 38","M","71","Peatón","Jun","Sáb",14,"20","70 - 79",2014,29342,"6,226996365","-75,56396364","09 - Buenos Aires","Asomadera No. 1"
"14210","Muertos","15/06/2014","13:25:00","Choque","CR 64 AA CL 111","M","13","Acompañante de Motocicleta","Jun","Dom",15,"13","10 - 19",2014,29372,"6,30319785","-75,55935","05 - Castilla","Héctor Abad Gómez"
"14335","Muertos","16/06/2014","18:00:00","Choque","Tramo 15 Kilometro 35","M","47","Motociclista","Jun","Lun",16,"18","40 - 49",2014,1445373,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"14576","Muertos","19/06/2014","09:30:00","Atropello","CR 57 CL 82 A","M","71","Peatón","Jun","Jue",19,"9","70 - 79",2014,31512,"6,276697024","-75,56448044","04 - Aranjuez","Moravia"
"14680","Muertos","20/06/2014","08:40:00","Choque","CR 64 C CL 93","M","30","Motociclista","Jun","Vie",20,"8","30 - 39",2014,30257,"6,286407544","-75,57015106","05 - Castilla","Oleoducto"
"14788","Muertos","21/06/2014","14:00:00","Choque","Carretera al Mar Km 36 Via San Jerónimo","F","38","Acompañante de Motocicleta","Jun","Sáb",21,"14","30 - 39",2014,30806,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"14845","Muertos","22/06/2014","06:40:00","Atropello","CR 52 CL 100","M","18","Peatón","Jun","Dom",22,"6","10 - 19",2014,30472,"6,29298703","-75,56164078","02 - Santa Cruz","Santa Cruz"
"14914","Muertos","23/06/2014","03:40:00","Choque","CR 45 CL 86","M","22","Acompañante de Motocicleta","Jun","Lun",23,"3","20 - 29",2014,30533,"6,278777373","-75,55302504","03 - Manrique","Las Granjas"
"15060","Muertos","25/06/2014","06:00:00","Atropello","CL 7 Sur CR 51 A - 31","M","23","Peatón","Jun","Mié",25,"6","20 - 29",2014,31109,"6,202302647","-75,58631884","15 - Guayabal","Guayabal"
"15101","Muertos","25/06/2014","14:50:00","Otro","CL 47 CR 58","M","29","Motociclista","Jun","Mié",25,"14","20 - 29",2014,1446565,"6,181732802","-75,64006365","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"15145","Muertos","25/06/2014","22:45:00","Atropello","CL 58 CR 50C","M","53","Peatón","Jun","Mié",25,"22","50 - 59",2014,30970,"6,256757357","-75,56566849","10 - La Candelaria","Villa Nueva"
"15146","Muertos","25/06/2014","22:45:00","Atropello","CL 58 CR 50C","M","39","Peatón","Jun","Mié",25,"22","30 - 39",2014,30970,"6,256757357","-75,56566849","10 - La Candelaria","Villa Nueva"
"15147","Muertos","25/06/2014","22:45:00","Atropello","CL 58 CR 50C","M","28","Peatón","Jun","Mié",25,"22","20 - 29",2014,30970,"6,256757357","-75,56566849","10 - La Candelaria","Villa Nueva"
"15148","Muertos","26/06/2014","00:20:00","Atropello","San Antonio de prado","M","59","Peatón","Jun","Jue",26,"0","60 - 69",2014,33697,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"15220","Muertos","27/06/2014","02:47:00","Choque","CL 10 CR 52","M","49","Conductor","Jun","Vie",27,"2","50 - 59",2014,31135,"6,216087615","-75,58036875","15 - Guayabal","Campo Amor"
"15479","Muertos","29/06/2014","23:55:00","Atropello","CL 27 CR 79 - 88","M","28","Motociclista","Jun","Dom",29,"23","20 - 29",2014,39975,"6,228678232","-75,59912397","16 - Belén","La Palma"
"15495","Muertos","30/06/2014","08:00:00","Volcamiento","CR 63 CL 88","M","26","Pasajero","Jun","Lun",30,"8","20 - 29",2014,31468,"6,280594443","-75,56915238","05 - Castilla","Oleoducto"
"15525","Muertos","30/06/2014","13:20:00","Choque","CR 42 CL 26","M","23","Motociclista","Jun","Lun",30,"13","20 - 29",2014,31461,"6,224706405","-75,56736275","14 - El Poblado","Castropol"
"15643","Muertos","1/07/2014","22:30:00","Atropello","CL 45 CR 45 A","M","78","Peatón","Jul","Mar",1,"22","70 - 79",2014,32045,"6,244636967","-75,56655907","10 - La Candelaria","Barrio Colón"
"15860","Muertos","4/07/2014","08:20:00","Choque","CR 64 CL 75B","F","34","Acompañante de Motocicleta","Jul","Vie",4,"8","30 - 39",2014,32295,"6,274146135","-75,57050474","05 - Castilla","Terminal de Transporte"
"15947","Muertos","5/07/2014","05:45:00","Choque","CR 36 CL 51","M","31","Motociclista","Jul","Sáb",5,"5","30 - 39",2014,32427,"6,245846149","-75,55599175","09 - Buenos Aires","Barrio Caicedo"
"16042","Muertos","6/07/2014","05:32:00","Choque","CR 49 CL 21","M","23","Motociclista","Jul","Dom",6,"5","20 - 29",2014,32425,"6,224175454","-75,57511232","14 - El Poblado","Villa Carlota"
"16088","Muertos","6/07/2014","19:20:00","Atropello","CR 62 CL 58","M","60","Peatón","Jul","Dom",6,"19","60 - 69",2014,32462,"6,260362813","-75,57330223","10 - La Candelaria","El Chagualo"
"16093","Muertos","6/07/2014","20:30:00","Atropello","CL 46 CR 16 B","M","46","Peatón","Jul","Dom",6,"20","40 - 49",2014,32421,"6,23350866","-75,54485157","09 - Buenos Aires","Los Cerros El Vergel"
"16280","Muertos","8/07/2014","20:40:00","Choque","CL 100 CR 50","M","41","Motociclista","Jul","Mar",8,"20","40 - 49",2014,32928,"6,292051027","-75,5573624","02 - Santa Cruz","Santa Cruz"
"16336","Muertos","9/07/2014","16:00:00","Atropello","CL 97 A CR 50 B","F","14","Peatón","Jul","Mié",9,"16","10 - 19",2014,33367,"6,290189169","-75,55942188","02 - Santa Cruz","La Rosa"
"16474","Muertos","11/07/2014","10:10:00","Choque","CR 64 CL 88","M","20","Motociclista","Jul","Vie",11,"10","20 - 29",2014,33440,"6,280594443","-75,56915238","05 - Castilla","Oleoducto"
"16590","Muertos","12/07/2014","16:20:00","Atropello","CL 30 CR 76","M","88","Peatón","Jul","Sáb",12,"16","80 o más",2014,1448660,"6,231496602","-75,59622983","16 - Belén","Belén"
"16633","Muertos","13/07/2014","08:02:00","Atropello","CR 40 CL 48","M","46","Peatón","Jul","Dom",13,"8","40 - 49",2014,33762,"6,24419497","-75,56146889","10 - La Candelaria","Bomboná No. 1"
"16744","Muertos","14/07/2014","15:20:00","Choque","CL 69 CR 48A","M","16","Ciclista","Jul","Lun",14,"15","10 - 19",2014,34774,"6,26503351","-75,55838533","04 - Aranjuez","Manrique Central No. 1"
"16871","Muertos","15/07/2014","23:40:00","Atropello","CR 64 CL 89","M","54","Peatón","Jul","Mar",15,"23","50 - 59",2014,34667,"6,282132104","-75,57208422","05 - Castilla","Alfonso López"
"17161","Muertos","19/07/2014","12:12:00","Choque","CR 52 CL 2 Sur","M","79","Ciclista","Jul","Sáb",19,"12","80 o más",2014,34931,"6,209167776","-75,58504988","15 - Guayabal","Campo Amor"
"17215","Muertos","19/07/2014","21:06:00","Atropello","CL 35 CR 73A 22","F","78","Peatón","Jul","Sáb",19,"21","70 - 79",2014,34992,"6,282685719","-75,59204691","07 - Robledo","Bello Horizonte"
"17218","Muertos","19/07/2014","21:40:00","Atropello","CR 49B CL 92","F","48","Peatón","Jul","Sáb",19,"21","40 - 49",2014,36638,"6,236795255","-75,55502759","09 - Buenos Aires","La Milagrosa"
"17230","Muertos","19/07/2014","23:30:00","Choque","CL 63 CR 98B","M","36","Motociclista","Jul","Sáb",19,"23","30 - 39",2014,34932,"6,281205295","-75,60653258","07 - Robledo","Cucaracho"
"17477","Muertos","22/07/2014","17:57:00","Choque","Cr 30 Cl 43","M","31","Motociclista","Jul","Mar",22,"17","30 - 39",2014,35738,"6,263644463","-75,56048354","04 - Aranjuez","San Pedro"
"17563","Muertos","23/07/2014","16:30:00","Choque","CL 67 CR 50","M","24","Ciclista","Jul","Mié",23,"16","20 - 29",2014,35756,"6,283327338","-75,55730633","04 - Aranjuez","Berlin"
"17617","Muertos","24/07/2014","06:25:00","Atropello","CR 55 CL 41","F","47","Peatón","Jul","Jue",24,"6","40 - 49",2014,35769,"6,242483424","-75,5753211","10 - La Candelaria","Centro Administrativo"
"17682","Muertos","24/07/2014","19:40:00","Choque","CR 69B CL 25A","M","15","Ciclista","Jul","Jue",24,"19","10 - 19",2014,35903,"6,226282954","-75,59128731","15 - Guayabal","Parque Juan Pablo II"
"17786","Muertos","26/07/2014","10:00:00","Atropello","CR 62 CL 51","F","38","Peatón","Jul","Sáb",26,"10","30 - 39",2014,36125,"6,254395855","-75,57660657","10 - La Candelaria","San Benito"
"17839","Muertos","26/07/2014","19:10:00","Choque","CR 87 Cl 48A","M","29","Motociclista","Jul","Sáb",26,"19","20 - 29",2014,36159,"6,259693555","-75,60464627","13 - San Javier","Los Alcázares"
"17860","Muertos","26/07/2014","21:45:00","Choque","Cl 58 CR 55","M","41","Motociclista","Jul","Sáb",26,"21","40 - 49",2014,36130,"6,258228575","-75,57049508","10 - La Candelaria","Jesús Nazareno"
"17898","Muertos","27/07/2014","14:26:00","Atropello","Cr 83 Cl 102 E","M","81","Peatón","Jul","Dom",27,"14","80 o más",2014,37954,"6,304561991","-75,58181023","06 - Doce de Octubre","Doce de Octubre No.1"
"18161","Muertos","30/07/2014","16:55:00","Choque","Cr 47 Cl 80","M","18","Motociclista","Jul","Mié",30,"16","10 - 19",2014,37083,"6,273107789","-75,55585558","04 - Aranjuez","Campo Valdés No. 1"
"18191","Muertos","31/07/2014","01:15:00","Atropello","CR 57 CL 45 A","M","55","Peatón","Jul","Jue",31,"1","50 - 59",2014,37095,"6,248352959","-75,575123","10 - La Candelaria","Guayaquil"
"18367","Muertos","1/08/2014","17:50:00","Atropello","CL 1 CR 1","M","16","Peatón","Ago","Vie",1,"17","10 - 19",2014,1451391,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"18455","Muertos","2/08/2014","16:30:00","Atropello","CR 43 A CL 7","F","68","Peatón","Ago","Sáb",2,"16","60 - 69",2014,40245,"6,206312317","-75,57152653","14 - El Poblado","La Florida"
"18478","Muertos","2/08/2014","20:50:00","Choque","Cl 58 CR 57","M","31","Motociclista","Ago","Sáb",2,"20","30 - 39",2014,37412,"6,258269603","-75,57181765","10 - La Candelaria","El Chagualo"
"18494","Muertos","3/08/2014","01:25:00","Atropello","CR 62 CL 55","M","30","Peatón","Ago","Dom",3,"1","30 - 39",2014,39220,"6,174669076","-75,64337038","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"18692","Muertos","5/08/2014","05:17:00","Choque","Cl 44 CR 79 AA","F","59","Acompañante de Motocicleta","Ago","Mar",5,"5","60 - 69",2014,37748,"6,250131924","-75,59913485","12 - La América","Los Pinos"
"18982","Muertos","8/08/2014","08:55:00","Atropello","Cr 43 A Cl 34 - 36","F","86","Peatón","Ago","Vie",8,"8","80 o más",2014,38538,"6,23452408","-75,57019083","10 - La Candelaria","San Diego"
"19117","Muertos","9/08/2014","17:00:00","Atropello","CR 62 CL 57","M","56","Peatón","Ago","Sáb",9,"17","50 - 59",2014,39065,"6,173812503","-75,64389092","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"19127","Muertos","9/08/2014","19:00:00","Atropello","CL 98 CR 73 B","F","53","Peatón","Ago","Sáb",9,"19","50 - 59",2014,38643,"6,295397105","-75,57618781","06 - Doce de Octubre","La Esperanza"
"19139","Muertos","9/08/2014","21:00:00","Choque","CR 83 CL 98CC - 4","M","17","Motociclista","Ago","Sáb",9,"21","10 - 19",2014,38987,"6,299545976","-75,58201336","06 - Doce de Octubre","Doce de Octubre No.2"
"19159","Muertos","10/08/2014","01:50:00","Atropello","CL 58 CR 49","M","46","Peatón","Ago","Dom",10,"1","40 - 49",2014,650,"6,255448114","-75,56347293","10 - La Candelaria","Villa Nueva"
"19198","Muertos","10/08/2014","13:15:00","Choque","CL 10 CR 52A 18","M","61","Acompañante de Motocicleta","Ago","Dom",10,"13","60 - 69",2014,43941,"6,215271739","-75,58237576","15 - Guayabal","Campo Amor"
"19363","Muertos","12/08/2014","13:05:00","Choque","Km 1 Vía San Pedro Area Exp Pajarito","M","26","Motociclista","Ago","Mar",12,"13","20 - 29",2014,1453546,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"19367","Muertos","12/08/2014","14:00:00","Atropello","CR 46 CL 57 A","F","44","Peatón","Ago","Mar",12,"14","40 - 49",2014,1452828,"6,254040055","-75,56225753","10 - La Candelaria","Villa Nueva"
"19381","Muertos","12/08/2014","17:25:00","Caida Ocupante","CR 80 CL 38 - 06","F","61","Pasajero","Ago","Mar",12,"17","60 - 69",2014,39449,"6,245601419","-75,59989542","11 - Laureles Estadio","Lorena"
"19458","Muertos","13/08/2014","13:40:00","Atropello","CL 92 CR 49 - 39","M","16","Peatón","Ago","Mié",13,"13","10 - 19",2014,1452936,"6,296620964","-75,53957732","01 - Popular","Santo Domingo Savio No. 2"
"19484","Muertos","13/08/2014","19:00:00","Choque","Vereda El Salado San Antonio de Prado","M","20","Motociclista","Ago","Mié",13,"19","20 - 29",2014,80733,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"19511","Muertos","14/08/2014","05:45:00","Choque","CR 55 CL 38","F","24","Acompañante de Motocicleta","Ago","Jue",14,"5","20 - 29",2014,41193,"6,240000995","-75,57547336","10 - La Candelaria","Calle Nueva"
"19604","Muertos","14/08/2014","21:45:00","Caida Ocupante","CR 102 CL 48F","M","14","Acompañante de Motocicleta","Ago","Jue",14,"21","10 - 19",2014,39897,"6,260930744","-75,61703662","13 - San Javier","El Socorro"
"19624","Muertos","15/08/2014","07:36:00","Caida Ocupante","CL 43 Sur CR 59 - 143","M","55","Pasajero","Ago","Vie",15,"7","50 - 59",2014,1453235,"6,18152706","-75,64159774","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio De Prado"
"19922","Muertos","18/08/2014","18:10:00","Atropello","CR 62 CL 45","M","42","Peatón","Ago","Lun",18,"18","40 - 49",2014,41912,"6,248399861","-75,57968878","10 - La Candelaria","Corazón de Jesús"
"19983","Muertos","19/08/2014","13:30:00","Choque","CR 65 CL 66","M","60","Motociclista","Ago","Mar",19,"13","60 - 69",2014,40302,"6,268025089","-75,57675703","05 - Castilla","Caribe"
"20132","Muertos","21/08/2014","07:54:00","Choque","CL 46 CR 27 37","M","29","Motociclista","Ago","Jue",21,"7","20 - 29",2014,40618,"6,237316919","-75,55213033","09 - Buenos Aires","Miraflores"
"20146","Muertos","21/08/2014","13:00:00","Atropello","CL 44 CR 66 - 29","F","56","Peatón","Ago","Jue",21,"13","50 - 59",2014,41162,"6,303607611","-75,55620065","02 - Santa Cruz","La Frontera"
"20220","Muertos","22/08/2014","11:40:00","Atropello","CL 10 CR 41 - 51","M","82","Peatón","Ago","Vie",22,"11","80 o más",2014,41046,"6,21000195","-75,56879895","14 - El Poblado","El Poblado"
"20255","Muertos","22/08/2014","17:30:00","Choque","CL 44 CR 63","F","33","Motociclista","Ago","Vie",22,"17","30 - 39",2014,41044,"6,250500038","-75,58027643","11 - Laureles Estadio","Naranjal"
"20421","Muertos","24/08/2014","14:35:00","Choque","CR 91 CL 72","F","30","Motociclista","Ago","Dom",24,"14","30 - 39",2014,41223,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"20456","Muertos","24/08/2014","20:15:00","Atropello","CR 62 CL 51","M","31","Peatón","Ago","Dom",24,"20","30 - 39",2014,41266,"6,254395855","-75,57660657","10 - La Candelaria","San Benito"
"20498","Muertos","25/08/2014","06:40:00","Choque","CR 63 CL 32","M","25","Motociclista","Ago","Lun",25,"6","20 - 29",2014,42195,"6,239651889","-75,57786444","11 - Laureles Estadio","Los Conquistadores"
"20544","Muertos","25/08/2014","16:40:00","Choque","CL 44 CR 57","M","26","Motociclista","Ago","Lun",25,"16","20 - 29",2014,41485,"6,246313877","-75,57525396","10 - La Candelaria","La Alpujarra"
"20681","Muertos","27/08/2014","09:30:00","Atropello","CR 47 CL 49 A - 36","F","74","Peatón","Ago","Mié",27,"9","70 - 79",2014,41942,"6,248565599","-75,56597862","10 - La Candelaria","La Candelaria"
"20777","Muertos","28/08/2014","14:20:00","Atropello","Vía Santa Elena Km 8 + 200 mt","F","84","Peatón","Ago","Jue",28,"14","80 o más",2014,42158,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"20803","Muertos","28/08/2014","18:30:00","Atropello","CR 87 CL 48 B - 10","M","67","Peatón","Ago","Jue",28,"18","60 - 69",2014,80442,"6,260156414","-75,60482799","13 - San Javier","Los Alcázares"
"21004","Muertos","31/08/2014","00:58:00","Volcamiento","CR 63 CL 104","F","17","Pasajero","Ago","Dom",31,"0","10 - 19",2014,42509,"6,299442985","-75,55933215","05 - Castilla","Héctor Abad Gómez"
"21009","Muertos","31/08/2014","03:43:00","Choque","CL 33 CR 65 - 50","M","22","Motociclista","Ago","Dom",31,"3","20 - 29",2014,42558,"6,239570712","-75,5836427","11 - Laureles Estadio","Los Conquistadores"
"21322","Muertos","3/09/2014","19:42:00","Atropello","CR 44 CL 74","M","66","Peatón","Sept","Mié",3,"19","60 - 69",2014,49719,"6,268173732","-75,55378438","03 - Manrique","El Pomar"
"21328","Muertos","3/09/2014","20:46:00","Atropello","CR 70 CL 108 17","F","64","Peatón","Sept","Mié",3,"20","60 - 69",2014,43537,"6,306214665","-75,56895489","05 - Castilla","Tejelo"
"21706","Muertos","8/09/2014","09:24:00","Choque","CR 48 CL 93","M","18","Acompañante de Motocicleta","Sept","Lun",8,"9","10 - 19",2014,44234,"6,28454298","-75,55547646","04 - Aranjuez","Berlin"
"21771","Muertos","8/09/2014","23:55:00","Caida Ocupante","CR 63D CL 43 Y 42","M","34","Motociclista","Sept","Lun",8,"23","30 - 39",2014,44202,"6,247570327","-75,5820047","11 - Laureles Estadio","Los Conquistadores"
"21772","Muertos","9/09/2014","00:51:00","Choque","Via Las Palmas Km 8 + 620 mts","M","21","Ciclista","Sept","Mar",9,"0","20 - 29",2014,44209,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"21806","Muertos","9/09/2014","11:16:00","Atropello","CR 81 CL 42 Sur - 03","M","71","Peatón","Sept","Mar",9,"11","70 - 79",2014,1456318,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"21851","Muertos","9/09/2014","18:40:00","Caida Ocupante","CL 108 A CR 77 - 30","M","24","Motociclista","Sept","Mar",9,"18","20 - 29",2014,44500,"6,307263395","-75,57338241","06 - Doce de Octubre","Santander"
"21868","Muertos","9/09/2014","22:15:00","Choque","KM16+860 VIA MEDELLIN SANTA FE DE ANT","M","58","Conductor","Sept","Mar",9,"22","50 - 59",2014,44494,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"21869","Muertos","9/09/2014","22:15:00","Choque","KM16+860 VIA MEDELLIN SANTA FE DE ANT","F","52","Pasajero","Sept","Mar",9,"22","50 - 59",2014,44494,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"22296","Muertos","14/09/2014","05:30:00","Atropello","CR 80 CL 52 - 96","M","79","Peatón","Sept","Dom",14,"5","80 o más",2014,46406,"6,265278606","-75,59623229","11 - Laureles Estadio","Los Colores"
"22688","Muertos","18/09/2014","15:30:00","Atropello","CL 44 CR 52","M","83","Peatón","Sept","Jue",18,"15","80 o más",2014,46646,"6,245047728","-75,57150453","10 - La Candelaria","Guayaquil"
"22767","Muertos","19/09/2014","12:00:00","Atropello","CR 51 D CL 57","M","77","Peatón","Sept","Vie",19,"12","70 - 79",2014,46976,"6,256114125","-75,56677024","10 - La Candelaria","Estación Villa"
"22770","Muertos","19/09/2014","12:20:00","Choque","CR 55 CL 42 - 180","M","27","Motociclista","Sept","Vie",19,"12","20 - 29",2014,46207,"6,244453541","-75,57448944","10 - La Candelaria","Centro Administrativo"
"22806","Muertos","19/09/2014","21:05:00","Choque","CR 49 CL 2 Sur","M","26","Motociclista","Sept","Vie",19,"21","20 - 29",2014,46239,"6,263144808","-75,59581603","11 - Laureles Estadio","Los Colores"
"22809","Muertos","20/09/2014","01:06:00","Choque","CR 66 B CL 35 - 32","M","46","Motociclista","Sept","Sáb",20,"1","40 - 49",2014,46254,"6,24258814","-75,58636203","11 - Laureles Estadio","Los Conquistadores"
"22826","Muertos","20/09/2014","07:50:00","Choque","CL 2 CR 66 - 101","M","19","Motociclista","Sept","Sáb",20,"7","10 - 19",2014,46286,"6,210956005","-75,58888701","15 - Guayabal","Parque Juan Pablo II"
"22900","Muertos","21/09/2014","00:30:00","Choque","CR 68 A CL 106","M","26","Motociclista","Sept","Dom",21,"0","20 - 29",2014,46350,"6,303980051","-75,56791392","05 - Castilla","Tejelo"
"22924","Muertos","21/09/2014","08:16:00","Choque","CR 32 CL 101 - 39","M","36","Motociclista","Sept","Dom",21,"8","30 - 39",2014,48202,"6,289713657","-75,54287672","01 - Popular","Aldea Pablo VI"
"22965","Muertos","21/09/2014","21:00:00","Choque","CR 72 CL 40 Sur","M","46","Motociclista","Sept","Dom",21,"21","40 - 49",2014,47746,"6,184990672","-75,65167662","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"23328","Muertos","25/09/2014","23:21:00","Atropello","CR 52 CL 2 Sur - 17","M","52","Peatón","Sept","Jue",25,"23","50 - 59",2014,47509,"6,206752568","-75,58606625","15 - Guayabal","Cristo Rey"
